#{"t_start": 1765929090.221403, "env_id": "Reacher-v5"}
r,l,t
348.122803,50,123.528029
283.749853,50,123.656742
49.768228,50,123.786329
318.616957,50,123.914243
299.968452,50,124.044955
269.269023,50,124.172867
287.127268,50,124.300514
257.615463,50,124.42824
302.318433,50,124.557978
137.365719,50,124.684917
103.698071,50,124.812456
210.2356,50,124.93976
35.679553,50,125.069623
298.742692,50,125.197408
162.473568,50,125.324794
327.184686,50,125.452521
234.029216,50,125.585245
324.840352,50,125.712835
203.410742,50,125.840463
230.30406,50,125.967516
316.149826,50,126.096608
313.113061,50,126.223238
207.185906,50,126.350123
311.011107,50,126.477494
290.318966,50,126.607261
324.640447,50,126.734874
165.595445,50,126.862549
190.915083,50,126.990122
199.483687,50,127.119643
328.142819,50,127.247474
212.794105,50,127.374866
309.920776,50,127.502859
84.712648,50,127.633197
16.469444,50,127.76097
258.717539,50,127.888645
327.956508,50,128.016079
224.51514,50,128.145775
271.851177,50,128.273138
378.059562,50,128.400378
190.819878,50,128.528302
324.228783,50,128.658069
312.364959,50,128.785811
220.487331,50,128.913349
95.474536,50,129.041171
199.291743,50,129.170857
260.723,50,129.298344
180.727274,50,129.426179
356.055989,50,129.553597
102.011552,50,129.6831
334.605123,50,129.810782
293.471212,50,129.938301
302.585104,50,130.065738
275.288884,50,130.196131
324.538324,50,130.323785
340.196131,50,130.451189
259.843285,50,130.579596
305.772601,50,130.709388
281.598992,50,130.836915
373.208806,50,130.964561
304.758982,50,131.091809
174.689754,50,131.221571
341.036867,50,131.349151
316.935262,50,131.477084
257.543564,50,131.604731
264.137021,50,131.736788
328.07801,50,131.864317
201.181686,50,131.991498
212.669057,50,132.118642
303.300537,50,132.248781
214.447572,50,132.377095
253.386381,50,132.504993
300.752007,50,132.632576
283.153169,50,132.762816
212.681053,50,132.890943
313.909209,50,133.019098
328.941262,50,133.146367
323.936163,50,133.276103
301.215026,50,133.403773
240.523879,50,133.530601
176.849482,50,133.657729
327.295298,50,133.787861
330.11259,50,133.915174
30.479253,50,134.042743
356.490246,50,134.170334
18.165293,50,134.300568
284.455693,50,134.428338
229.437197,50,134.555881
98.481726,50,134.683246
127.006176,50,134.813348
134.143089,50,134.941071
292.3184,50,135.068771
167.688644,50,135.195906
283.451029,50,135.325653
41.185249,50,135.454126
222.241145,50,135.581125
339.459544,50,135.708502
302.554773,50,135.838338
343.418449,50,135.965982
57.744087,50,136.092844
304.214008,50,136.22038
290.464646,50,136.349875
68.28036,50,136.477125
175.266306,50,136.604693
330.968573,50,136.731795
279.944324,50,136.861086
266.162641,50,136.988605
313.81482,50,137.115909
46.733875,50,137.243345
236.731628,50,137.372981
272.386667,50,137.500856
377.675138,50,137.628422
206.034162,50,137.755532
301.965607,50,137.887626
6.463648,50,138.015859
22.257808,50,138.143958
17.263869,50,138.271907
200.560697,50,138.402311
211.395033,50,138.530309
324.779085,50,138.657967
319.527466,50,138.785467
333.264188,50,138.915205
36.962926,50,139.043665
335.858658,50,139.17123
382.436402,50,139.298637
285.444791,50,139.429294
363.932039,50,139.557216
144.597723,50,139.684818
145.853742,50,139.812737
276.437935,50,139.942131
328.613457,50,140.069577
113.848886,50,140.197136
365.935064,50,140.324486
274.496724,50,140.453977
19.055638,50,140.581775
232.467404,50,140.709505
236.137424,50,140.836909
292.259215,50,140.967055
31.317796,50,141.094982
251.672403,50,141.222432
316.590986,50,141.349981
387.26309,50,141.479796
161.727249,50,141.60757
293.821447,50,141.734942
297.767049,50,141.862511
348.53625,50,141.992505
373.146976,50,142.120348
330.357588,50,142.249238
302.704472,50,142.377235
449.892308,50,142.507315
312.268155,50,142.635338
376.863517,50,142.762933
39.659856,50,142.891336
178.974325,50,143.021506
279.970868,50,143.162242
225.676194,50,143.289684
58.69067,50,143.417161
348.302816,50,143.549114
310.046264,50,143.676457
178.719517,50,143.804018
365.283715,50,143.931164
299.323348,50,144.060585
343.175263,50,144.187743
304.256023,50,144.315298
298.353786,50,144.442476
279.067196,50,144.572005
274.230577,50,144.699268
313.379307,50,144.826979
345.313847,50,144.954381
314.245325,50,145.084448
391.677345,50,145.212467
322.914126,50,145.340265
372.097772,50,145.467949
362.173065,50,145.59737
320.422005,50,145.725178
311.383031,50,145.852767
302.391622,50,145.980461
71.036617,50,146.110301
228.828291,50,146.238072
260.332415,50,146.365448
293.582,50,146.493028
50.37373,50,146.622752
263.083305,50,146.750973
47.230654,50,146.878426
183.300965,50,147.006108
303.617142,50,147.136266
352.047858,50,147.263941
402.33359,50,147.392082
366.034489,50,147.519749
283.213947,50,147.650117
301.869989,50,147.778095
310.63375,50,147.906255
288.762606,50,148.033581
55.366036,50,148.16372
261.070302,50,148.291419
50.772405,50,148.418798
268.262905,50,148.545962
65.465273,50,148.675601
317.817495,50,148.802778
249.987957,50,148.930282
242.430148,50,149.057684
296.171284,50,149.190312
225.697875,50,149.317999
310.488222,50,149.445614
298.387561,50,149.573065
355.016534,50,149.703032
62.196779,50,149.830939
326.563018,50,149.958663
238.985283,50,150.086716
41.245472,50,150.216496
217.603541,50,150.34444
292.48694,50,150.473017
157.825037,50,150.601153
299.092347,50,150.731155
373.735661,50,150.85884
265.572064,50,150.986993
350.034189,50,151.114776
64.320541,50,151.245923
246.946873,50,151.374149
351.158962,50,151.502399
291.281278,50,151.63056
91.493703,50,151.760559
200.960917,50,151.888448
379.157256,50,152.016436
232.084161,50,152.14419
335.792645,50,152.274093
131.146425,50,152.405585
270.453899,50,152.534515
305.089499,50,152.663057
394.673256,50,152.794386
192.523716,50,152.922338
135.983485,50,153.049812
324.732286,50,153.177193
334.387493,50,153.307167
418.193095,50,153.435051
370.773329,50,153.567584
58.120723,50,153.696014
47.479516,50,153.828223
227.391887,50,153.955931
368.944935,50,154.083812
295.891807,50,154.21125
322.234316,50,154.341368
378.096789,50,154.469027
151.135427,50,154.596727
473.853684,50,154.723931
295.2078,50,154.854996
334.533021,50,154.983101
334.161637,50,155.110689
302.42466,50,155.238466
329.98045,50,155.37049
270.726534,50,155.498443
111.200561,50,155.626537
46.482304,50,155.754621
26.723391,50,155.885195
246.499494,50,156.012508
181.895695,50,156.139441
258.061836,50,156.266442
42.590509,50,156.396096
48.491884,50,156.524252
272.658385,50,156.652578
261.706129,50,156.780238
65.301679,50,156.910257
73.766434,50,157.038329
263.803277,50,157.165981
120.065266,50,157.293631
111.88871,50,157.424312
313.699695,50,157.552092
267.894127,50,157.679919
251.02442,50,157.807716
341.691661,50,157.937247
53.820871,50,158.065118
345.604057,50,158.193195
348.4521,50,158.320745
293.783081,50,158.450756
253.686545,50,158.578438
42.690465,50,158.706071
319.015395,50,158.833912
358.478574,50,158.963726
71.56586,50,159.091975
279.637166,50,159.219604
238.954545,50,159.347118
71.100763,50,159.478354
338.23636,50,159.606499
196.902125,50,159.734127
447.287036,50,159.862164
254.392975,50,159.992212
326.325891,50,160.120159
318.813751,50,160.247573
52.500525,50,160.375094
215.176973,50,160.505209
172.588046,50,160.632924
362.658926,50,160.760706
137.708411,50,160.88827
228.501532,50,161.020959
372.952008,50,161.148849
349.947821,50,161.276795
296.589865,50,161.404682
178.884516,50,161.53474
239.241224,50,161.662598
93.288063,50,161.790592
315.57227,50,161.918831
152.070168,50,162.048836
29.737251,50,162.176813
108.371494,50,162.3045
272.781263,50,162.432025
276.352098,50,162.562413
290.388638,50,162.690484
380.849003,50,162.818034
384.439489,50,162.945843
278.079493,50,163.075972
32.550378,50,163.203755
304.119414,50,163.331503
225.255578,50,163.45947
66.291069,50,163.589984
329.92109,50,163.717771
371.582688,50,163.845623
265.0378,50,163.973645
248.944864,50,164.103433
34.544849,50,164.231621
324.482341,50,164.359861
374.525322,50,164.487649
288.672584,50,164.617822
354.600538,50,164.745637
314.029732,50,164.885566
27.087715,50,165.013658
450.770365,50,165.143259
264.091366,50,165.27089
106.440237,50,165.398366
267.258505,50,165.525896
327.354581,50,165.655581
308.466233,50,165.783216
279.136995,50,165.910749
128.64371,50,166.03807
60.376142,50,166.170562
138.363718,50,166.298557
135.790866,50,166.42648
314.578664,50,166.55441
241.164687,50,166.684238
301.862864,50,166.81246
93.519215,50,166.940642
370.774565,50,167.068726
339.77676,50,167.19906
380.28648,50,167.326666
43.75246,50,167.454652
240.395517,50,167.582646
343.829855,50,167.712753
280.224613,50,167.84057
237.821402,50,167.968038
267.110332,50,168.095573
338.535735,50,168.225444
408.285178,50,168.353186
371.519772,50,168.480599
276.18158,50,168.608257
258.754611,50,168.738054
148.131722,50,168.865435
254.637258,50,168.992814
335.21768,50,169.120194
339.548329,50,169.250204
335.862934,50,169.377778
84.717868,50,169.504686
196.278166,50,169.632062
272.51782,50,169.762127
357.261417,50,169.889999
286.808129,50,170.017524
251.128721,50,170.145359
326.420053,50,170.275175
196.032929,50,170.402879
24.141525,50,170.530263
295.839211,50,170.657296
151.945644,50,170.786685
317.458167,50,170.91445
324.808814,50,171.042442
222.198207,50,171.169799
357.099519,50,171.299162
196.091324,50,171.426592
195.980543,50,171.554537
58.36938,50,171.682216
299.483635,50,171.814746
75.09971,50,171.942281
312.1836,50,172.070052
364.960885,50,172.197748
422.011868,50,172.329053
260.41888,50,172.456831
333.68415,50,172.584527
149.362548,50,172.712188
319.26497,50,172.841761
231.284996,50,172.970017
267.196965,50,173.097586
305.883629,50,173.225094
376.042136,50,173.35458
272.92587,50,173.482786
349.885562,50,173.610631
298.127479,50,173.738135
294.978485,50,173.869
340.060595,50,173.99691
241.057413,50,174.124303
191.154719,50,174.251892
105.897536,50,174.38171
325.321346,50,174.509772
281.916029,50,174.637391
163.910061,50,174.764832
312.481242,50,174.896575
246.689541,50,175.024344
47.881214,50,175.151885
275.682334,50,175.279287
226.777252,50,175.41004
249.340398,50,175.537627
346.317248,50,175.664775
17.384798,50,175.792414
368.548346,50,175.92249
243.649543,50,176.050276
331.856804,50,176.177938
410.275616,50,176.305535
234.625198,50,176.435095
400.223998,50,176.566212
266.779382,50,176.694419
283.276729,50,176.822524
337.128107,50,176.952841
314.467966,50,177.080883
349.929286,50,177.208411
217.11954,50,177.336035
315.596994,50,177.468185
34.823833,50,177.596013
212.486549,50,177.72417
311.5061,50,177.852279
251.43008,50,177.982604
386.428568,50,178.110745
398.436343,50,178.238962
334.575939,50,178.366555
167.337427,50,178.496845
401.869011,50,178.62497
259.876937,50,178.752893
321.917741,50,178.880355
324.080286,50,179.010281
355.895721,50,179.138117
120.550486,50,179.265904
433.635102,50,179.393654
354.413007,50,179.523563
49.083698,50,179.651802
390.159849,50,179.780046
179.208149,50,179.908039
262.923841,50,180.03796
220.552531,50,180.166026
444.584158,50,180.293724
327.818543,50,180.42136
284.764829,50,180.551664
238.719766,50,180.678854
170.32501,50,180.806078
114.439112,50,180.933095
225.978008,50,181.06308
337.401177,50,181.190512
284.984687,50,181.31803
328.545335,50,181.445395
316.39615,50,181.575017
349.596374,50,181.702659
324.787494,50,181.829995
39.037148,50,181.957342
394.927519,50,182.089386
228.01309,50,182.216993
269.099929,50,182.344482
326.408073,50,182.472197
83.667658,50,182.602559
383.481618,50,182.730154
37.573435,50,182.857831
342.853895,50,182.985418
369.142016,50,183.115042
60.578133,50,183.242767
277.530631,50,183.370208
306.6615,50,183.498288
225.301922,50,183.628671
336.77433,50,183.75652
290.823832,50,183.884264
397.196309,50,184.012256
181.169086,50,184.142331
456.201087,50,184.269844
311.563518,50,184.39748
313.992813,50,184.525257
390.959974,50,184.654978
326.881006,50,184.78267
137.561577,50,184.910394
188.852049,50,185.037696
188.27022,50,185.167939
125.383144,50,185.295527
69.367254,50,185.423784
170.517255,50,185.551049
228.59111,50,185.681707
327.820842,50,185.809646
234.836262,50,185.937628
313.114928,50,186.064952
83.59028,50,186.194064
342.599655,50,186.320604
452.504498,50,186.448013
292.081019,50,186.57596
277.125502,50,186.708246
398.325656,50,186.836238
305.618224,50,186.964033
278.407592,50,187.091601
229.197613,50,187.221432
403.928975,50,187.349295
320.741093,50,187.490405
413.166338,50,187.618642
257.350368,50,187.748954
222.806826,50,187.877485
196.141327,50,188.005606
367.647233,50,188.133561
367.028963,50,188.263465
232.098857,50,188.391583
46.459821,50,188.519818
336.621501,50,188.647763
203.136127,50,188.778043
328.854614,50,188.905901
325.089315,50,189.03411
324.859502,50,189.162025
303.002809,50,189.291943
398.187118,50,189.420179
328.728093,50,189.548182
357.567366,50,189.676542
327.655906,50,189.807187
85.649759,50,189.935307
86.0215,50,190.063131
132.703504,50,190.191339
310.644585,50,190.32132
45.825653,50,190.449307
96.962495,50,190.577477
163.879268,50,190.705559
238.68369,50,190.835205
362.363398,50,190.963251
189.420371,50,191.091202
129.048847,50,191.218943
326.710643,50,191.350991
293.92157,50,191.478819
237.248158,50,191.606426
368.915621,50,191.73379
471.746748,50,191.863774
161.340139,50,191.991421
45.291836,50,192.119614
160.464771,50,192.246928
109.63428,50,192.377266
379.322946,50,192.505107
160.289465,50,192.633267
267.858241,50,192.761118
189.366554,50,192.891421
135.36728,50,193.019653
58.705718,50,193.147525
368.035876,50,193.275057
153.796935,50,193.405117
326.496173,50,193.53309
338.005946,50,193.660728
163.938,50,193.788212
299.659854,50,193.918492
405.8307,50,194.046621
345.451357,50,194.17445
214.214486,50,194.302235
172.364915,50,194.432451
318.344097,50,194.560789
284.619768,50,194.688691
475.163315,50,194.816571
392.333149,50,194.946846
220.292646,50,195.074781
225.36874,50,195.201746
342.317939,50,195.329333
251.084166,50,195.459494
126.556516,50,195.586972
353.615782,50,195.714478
254.235722,50,195.84227
368.487033,50,195.975528
380.190975,50,196.103594
252.974777,50,196.231365
320.687541,50,196.359444
342.622102,50,196.489662
337.802934,50,196.617568
351.108553,50,196.745554
371.623176,50,196.873876
354.639227,50,197.004391
188.188352,50,197.132552
144.523657,50,197.260596
352.437331,50,197.388955
190.202078,50,197.51951
439.905551,50,197.647475
402.088476,50,197.775904
361.31753,50,197.904375
316.021368,50,198.034635
373.650878,50,198.162617
201.301979,50,198.290495
310.442146,50,198.418516
43.741156,50,198.548439
381.834712,50,198.675765
378.010018,50,198.803169
348.459643,50,198.930859
331.217369,50,199.060621
186.301601,50,199.188242
151.392058,50,199.315893
293.874944,50,199.443037
36.641113,50,199.572607
27.156021,50,199.70026
182.127965,50,199.828035
281.534397,50,199.955518
324.72984,50,200.085236
243.564407,50,200.21315
264.358977,50,200.340678
365.022891,50,200.46785
368.863013,50,200.599801
256.33122,50,200.72777
300.516963,50,200.855407
371.216001,50,200.982935
40.319582,50,201.113093
156.173443,50,201.240868
31.237523,50,201.368392
289.839822,50,201.496121
158.695341,50,201.62564
338.09784,50,201.753601
117.201679,50,201.881268
41.254239,50,202.009106
311.930017,50,202.138634
170.197129,50,202.267986
407.745737,50,202.39532
178.584616,50,202.523044
402.029938,50,202.653169
263.645355,50,202.780842
307.298772,50,202.908278
285.1976,50,203.035782
424.673467,50,203.166
256.460645,50,203.293326
409.633953,50,203.420883
403.898745,50,203.548171
45.88622,50,203.677929
329.25468,50,203.805419
379.454454,50,203.932938
308.731028,50,204.060382
239.301923,50,204.190284
294.766172,50,204.317856
443.271365,50,204.445178
407.970275,50,204.572588
93.320642,50,204.704522
340.833056,50,204.832045
249.727504,50,204.959906
438.450787,50,205.08758
286.985507,50,205.21748
70.663345,50,205.345188
174.991487,50,205.473005
65.607311,50,205.600658
408.556131,50,205.730335
373.550531,50,205.857947
286.001196,50,205.985785
271.711667,50,206.113081
322.596959,50,206.243065
360.412463,50,206.370779
378.751782,50,206.498757
272.801286,50,206.626338
439.904641,50,206.756163
49.973471,50,206.884152
333.136396,50,207.011966
310.630428,50,207.139587
323.126303,50,207.269736
429.0042,50,207.397402
305.355526,50,207.525487
363.037159,50,207.65291
188.589431,50,207.782557
193.765568,50,207.910362
38.604247,50,208.037622
352.123351,50,208.164776
331.145918,50,208.294691
156.468786,50,208.422457
424.310391,50,208.550242
55.642798,50,208.677867
327.527594,50,208.807945
348.203831,50,208.936239
369.200085,50,209.063785
294.954074,50,209.191066
293.633665,50,209.322705
333.453299,50,209.450506
288.835396,50,209.57824
276.71115,50,209.705638
168.52741,50,209.835487
245.872518,50,209.963206
143.448602,50,210.090864
104.546107,50,210.230002
358.149475,50,210.360273
330.336109,50,210.488213
316.003125,50,210.615764
174.867915,50,210.743491
47.190011,50,210.873501
214.699323,50,211.001428
273.879646,50,211.128844
278.913071,50,211.256622
218.213413,50,211.386285
392.432837,50,211.514038
353.723587,50,211.641531
306.188909,50,211.769013
147.63657,50,211.898627
178.363813,50,212.025683
453.377941,50,212.152995
50.331835,50,212.280381
255.886346,50,212.410339
313.740067,50,212.537918
344.495334,50,212.665893
242.446676,50,212.793464
19.124814,50,212.923659
340.622935,50,213.051132
326.904028,50,213.178556
391.372837,50,213.305811
238.420869,50,213.437251
38.03329,50,213.564923
400.055507,50,213.693025
153.954108,50,213.820551
351.398836,50,213.950437
167.582706,50,214.078388
273.86832,50,214.205832
193.590013,50,214.333489
342.374195,50,214.46367
157.523513,50,214.591688
313.443308,50,214.71932
43.720955,50,214.846804
413.297083,50,214.977159
251.251622,50,215.105091
329.419116,50,215.232766
202.349747,50,215.360323
207.573822,50,215.490475
212.656836,50,215.618528
367.483302,50,215.746364
255.095795,50,215.874447
18.884249,50,216.004042
265.443612,50,216.130923
170.486311,50,216.257829
476.839327,50,216.385529
218.2314,50,216.515553
332.53828,50,216.643523
38.878577,50,216.771054
395.464205,50,216.898416
181.904867,50,217.028316
83.217024,50,217.155474
122.550444,50,217.282548
370.508155,50,217.410128
479.457548,50,217.540014
359.717402,50,217.66781
373.175124,50,217.795217
361.100158,50,217.922757
317.815225,50,218.055189
240.281726,50,218.183078
249.657685,50,218.310494
272.189763,50,218.438358
473.687605,50,218.568422
291.969144,50,218.696056
423.679941,50,218.82387
320.896519,50,218.951666
173.809082,50,219.081859
307.566599,50,219.209371
248.093829,50,219.336748
365.586726,50,219.464322
409.284036,50,219.593985
316.215791,50,219.721654
304.631766,50,219.849159
181.34287,50,219.97693
159.84456,50,220.106746
354.817715,50,220.234658
283.123792,50,220.36259
267.948421,50,220.490228
429.111354,50,220.620138
391.362327,50,220.748211
339.680463,50,220.876185
311.881524,50,221.004257
245.232376,50,221.134377
470.79948,50,221.261951
350.558202,50,221.389478
308.265778,50,221.516909
171.634897,50,221.646552
408.982352,50,221.774064
253.406417,50,221.901334
25.66175,50,222.028508
277.999296,50,222.160963
378.635473,50,222.288509
202.453698,50,222.415964
327.188211,50,222.543792
253.552867,50,222.674059
82.271133,50,222.80193
265.046186,50,222.929876
140.334787,50,223.05754
309.062943,50,223.187601
306.412524,50,223.315424
255.222363,50,223.443236
279.509816,50,223.570698
385.839634,50,223.699906
217.746788,50,223.827878
418.901798,50,223.955375
248.847862,50,224.082951
338.166053,50,224.212536
218.032664,50,224.340195
384.51759,50,224.46785
373.987734,50,224.595681
253.299697,50,224.725754
131.309135,50,224.853497
274.039983,50,224.981177
248.659646,50,225.108497
345.041847,50,225.237963
305.382823,50,225.365536
219.635624,50,225.493045
125.816878,50,225.620668
477.492074,50,225.750916
288.818606,50,225.878778
176.966583,50,226.006478
167.395619,50,226.134229
124.961963,50,226.264329
66.047703,50,226.391875
336.945996,50,226.518936
65.611978,50,226.646186
340.854232,50,226.778139
379.025625,50,226.905372
333.919973,50,227.033234
243.7461,50,227.160793
377.307362,50,227.290977
363.752121,50,227.418577
286.807645,50,227.546065
53.229451,50,227.673796
194.609662,50,227.803887
316.521497,50,227.931643
501.169681,50,228.059377
376.209795,50,228.186939
274.759812,50,228.316853
228.673185,50,228.444814
479.141023,50,228.572947
316.618136,50,228.700932
358.475159,50,228.83081
69.715191,50,228.959197
421.049105,50,229.087195
71.571319,50,229.215112
352.753055,50,229.345014
347.060476,50,229.472196
293.890048,50,229.600237
160.410197,50,229.72789
357.637822,50,229.857819
246.158279,50,229.985847
64.415877,50,230.113736
267.903838,50,230.241528
358.047312,50,230.371698
182.264587,50,230.500138
502.622345,50,230.62808
359.261275,50,230.755894
350.452567,50,230.887951
340.055864,50,231.015838
306.377805,50,231.143171
367.732431,50,231.269959
314.260114,50,231.399823
314.052987,50,231.527786
350.948531,50,231.655308
250.372623,50,231.782439
365.167444,50,231.911663
203.726446,50,232.039085
69.130571,50,232.166707
40.18824,50,232.296036
259.270342,50,232.426319
393.586526,50,232.554879
488.220209,50,232.683223
317.568844,50,232.811324
173.520673,50,232.9419
338.728662,50,233.070039
308.808434,50,233.210413
429.299737,50,233.338565
254.046863,50,233.469218
316.55363,50,233.597475
219.634228,50,233.725239
344.779665,50,233.85362
284.667533,50,233.983786
330.718188,50,234.11191
281.222879,50,234.239729
330.828955,50,234.367295
311.037465,50,234.500235
314.215366,50,234.628036
109.838046,50,234.755504
240.407589,50,234.885955
274.270982,50,235.015882
462.664807,50,235.143666
321.713507,50,235.27117
243.637748,50,235.398545
250.838172,50,235.528494
360.828796,50,235.656317
402.448114,50,235.784009
273.445292,50,235.911575
356.859892,50,236.041148
373.630179,50,236.168536
418.691397,50,236.296061
227.354898,50,236.423777
169.239794,50,236.554095
485.997458,50,236.682089
415.800163,50,236.809743
52.845285,50,236.937346
359.227267,50,237.066947
369.982272,50,237.194657
312.330312,50,237.32194
206.546826,50,237.449578
132.168469,50,237.579475
48.045754,50,237.707525
397.645608,50,237.835079
126.376644,50,237.962605
277.993669,50,238.094884
278.908351,50,238.222736
159.065423,50,238.350424
65.312992,50,238.477536
43.185715,50,238.608182
358.259956,50,238.735991
198.650488,50,238.864015
232.832947,50,238.992064
352.826561,50,239.121897
45.348847,50,239.249878
223.025142,50,239.377568
57.140662,50,239.505642
56.398118,50,239.635739
311.716401,50,239.76311
273.839074,50,239.890675
381.729115,50,240.01845
199.199813,50,240.148425
360.708006,50,240.276016
35.376179,50,240.40359
179.842978,50,240.534483
108.071683,50,240.664593
291.036619,50,240.792662
378.032645,50,240.920892
436.391327,50,241.048912
374.894007,50,241.178916
406.122741,50,241.306796
343.233225,50,241.434898
178.452578,50,241.56269
319.9852,50,241.69269
309.406012,50,241.820579
311.173968,50,241.948131
107.511487,50,242.075897
34.095246,50,242.208525
302.777873,50,242.336395
372.393082,50,242.463933
363.247895,50,242.592095
397.899771,50,242.722
64.763305,50,242.849993
294.271726,50,242.977831
150.132592,50,243.10484
294.664121,50,243.234675
344.775472,50,243.362278
235.075317,50,243.490004
331.733717,50,243.617421
198.745903,50,243.748178
314.532581,50,243.876069
258.140366,50,244.003474
257.811596,50,244.130859
350.805938,50,244.260837
391.043234,50,244.38841
58.755525,50,244.563966
381.84183,50,244.710304
437.55299,50,244.847086
251.535352,50,244.975225
307.778289,50,245.102628
283.17044,50,245.229574
387.169259,50,245.357906
364.246738,50,245.484717
201.980125,50,245.611645
150.238894,50,245.7387
394.603697,50,245.866731
107.084654,50,245.993803
342.204963,50,246.12009
314.628262,50,246.246586
445.017873,50,246.374209
256.695532,50,246.501092
367.894464,50,246.628815
344.736947,50,246.815766
30.00388,50,246.960759
146.230435,50,247.090911
343.039754,50,247.219367
351.211224,50,247.347562
449.913758,50,247.478268
326.05723,50,247.606344
189.167467,50,247.73383
192.369696,50,247.861566
421.469962,50,247.99167
255.446662,50,248.119391
473.802056,50,248.246976
275.669791,50,248.374464
292.818716,50,248.504796
367.371846,50,248.632928
227.676524,50,248.760568
75.093159,50,248.888707
231.211229,50,249.019189
327.510352,50,249.147029
334.304924,50,249.274763
468.343815,50,249.402788
250.112434,50,249.535076
256.592303,50,249.663174
350.806474,50,249.791308
117.331525,50,249.919423
168.733466,50,250.049715
423.532269,50,250.180159
271.803586,50,250.326322
297.492821,50,250.46027
330.580016,50,250.589294
431.305485,50,250.716408
183.874741,50,250.84336
179.863603,50,250.970217
430.783083,50,251.09918
215.669639,50,251.226095
97.478108,50,251.352811
372.266985,50,251.479367
55.984827,50,251.608346
384.493877,50,251.735559
317.281509,50,251.862375
373.383305,50,251.989158
318.303621,50,252.118102
116.883097,50,252.245026
223.772388,50,252.371436
197.884324,50,252.498509
431.022947,50,252.627917
287.332402,50,252.754925
173.472799,50,252.88182
267.912788,50,253.008466
314.999545,50,253.139303
306.103959,50,253.265721
316.102285,50,253.391884
54.55002,50,253.518008
279.613563,50,253.646562
342.359156,50,253.772711
376.177341,50,253.898983
462.468256,50,254.025151
76.513272,50,254.154205
349.941727,50,254.280275
416.088079,50,254.406637
293.3224,50,254.532848
53.61392,50,254.661813
141.57243,50,254.789055
215.77262,50,254.915927
459.130666,50,255.042586
325.418452,50,255.171572
377.249897,50,255.298213
214.942636,50,255.424629
338.090767,50,255.551329
374.409684,50,255.680345
305.77174,50,255.808435
313.162233,50,255.93452
226.186455,50,256.063626
350.196528,50,256.193682
345.058349,50,256.321587
272.479125,50,256.449055
270.729751,50,256.577394
448.860334,50,256.722104
193.343189,50,256.850952
45.291436,50,256.979445
383.538262,50,257.107363
287.841844,50,257.239562
430.641901,50,257.367567
151.036627,50,257.495646
310.911577,50,257.623919
357.18364,50,257.75375
259.447198,50,257.881682
272.649471,50,258.009808
234.917897,50,258.137368
66.388204,50,258.267553
39.887812,50,258.395363
271.847117,50,258.522796
281.921734,50,258.650297
333.472694,50,258.780203
309.260037,50,258.908086
235.571572,50,259.0357
363.967691,50,259.163235
350.226349,50,259.29357
149.995283,50,259.421513
417.75961,50,259.549069
336.221143,50,259.676408
306.400982,50,259.806193
275.750575,50,259.933825
279.478796,50,260.061125
161.901567,50,260.188658
187.300055,50,260.318814
432.782305,50,260.446724
206.161972,50,260.574396
408.473509,50,260.70189
169.375872,50,260.834263
424.613855,50,260.962389
349.49611,50,261.090352
285.973029,50,261.218147
362.889484,50,261.348765
297.645371,50,261.476706
242.83763,50,261.604498
250.090159,50,261.73233
344.119872,50,261.862521
374.398785,50,261.990225
243.183793,50,262.118183
149.92626,50,262.24753
211.127918,50,262.377785
43.906357,50,262.505852
334.552772,50,262.633628
421.575231,50,262.761193
386.304873,50,262.891309
268.441484,50,263.019097
338.384411,50,263.14678
363.016539,50,263.274813
66.747446,50,263.40477
239.685442,50,263.532659
178.110132,50,263.660415
356.406099,50,263.78852
305.007561,50,263.918689
216.665543,50,264.046506
52.009818,50,264.174428
363.653299,50,264.302016
234.072784,50,264.431788
321.72065,50,264.559877
355.180997,50,264.688044
162.806854,50,264.816003
41.313034,50,264.948363
349.084717,50,265.076324
98.957162,50,265.204451
328.524233,50,265.331592
252.796351,50,265.461924
95.858534,50,265.590102
227.695159,50,265.717553
328.812386,50,265.844435
366.289169,50,265.97397
306.685505,50,266.102018
273.612389,50,266.229291
350.209078,50,266.356572
349.028769,50,266.486478
432.961874,50,266.614677
226.786205,50,266.742663
124.398914,50,266.870202
287.408976,50,266.999731
158.404545,50,267.12749
47.336003,50,267.255066
79.59793,50,267.382463
120.293757,50,267.512323
228.620232,50,267.640047
179.169684,50,267.767557
276.137814,50,267.895264
356.863504,50,268.02528
288.273813,50,268.153171
37.631806,50,268.281081
417.881982,50,268.408724
389.004361,50,268.54147
448.313798,50,268.669351
168.582399,50,268.796918
420.703789,50,268.925027
350.036426,50,269.054675
329.588768,50,269.182384
338.26318,50,269.309508
272.048441,50,269.436721
188.616568,50,269.566086
353.564684,50,269.694121
230.898237,50,269.821537
56.851938,50,269.949224
146.876641,50,270.078855
55.999913,50,270.206873
231.260038,50,270.334436
215.977366,50,270.461816
317.406932,50,270.592036
351.902106,50,270.719438
31.326921,50,270.846898
281.669218,50,270.974531
321.880917,50,271.104315
217.914556,50,271.231819
299.596692,50,271.359263
322.610686,50,271.486735
35.663297,50,271.616552
256.218782,50,271.744081
245.324607,50,271.872251
141.479057,50,271.999818
132.856488,50,272.129838
420.810267,50,272.257596
400.372845,50,272.385463
318.087643,50,272.513361
58.384449,50,272.645782
295.425827,50,272.773672
352.142842,50,272.901392
297.714827,50,273.029006
